CaseID,Gender,Age,Education,Race/ Ethnicity,Region,Registered to Vote,Religion,Volunteered in the Past Year,Attended a Political Rally in the Past Year,Contacted an Elected Official in the Past Year,Political Donation in the Past Year,Househol Income,Political Party,User Frequency
2460,Male,72,Some College,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Republican,A few times a month
2464,Female,31,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,0,75k to <100k,Democrat,A few times a month
2465,Male,47,Some College,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,0,0,10k to <25k,Other,Several Times a day
2466,Female,59,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,0,0,0,0,10k to <25k,Other,Several Times a day
2467,Female,36,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",,0,0,0,75k to <100k,Democrat,Once a day
2468,Female,61,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,Once a month or less
2470,Female,36,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,0,75k to <100k,Democrat,A few times a month
2471,Female,43,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Republican,Once a day
2476,Male,46,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Several Times a day
2478,Female,39,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Orthodox",1,0,0,0,100k to <150k,Democrat,Once a day
2479,Female,42,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,1,1,1,1,100k to <150k,Democrat,A few times a week
2481,Female,44,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,Once a day
2482,Female,47,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,0,0,150k+,Other,A few times a month
2486,Female,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,25k to <50k,Other,A few times a week
2487,Female,53,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,150k+,Other,A few times a month
2488,Female,38,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,75k to <100k,Democrat,A few times a week
2489,Female,46,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Nothing in particular,1,0,1,0,100k to <150k,Republican,Once a day
2490,Male,53,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,1,0,100k to <150k,Other,Several Times a day
2491,Male,42,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,1,100k to <150k,Other,A few times a month
2495,Male,65,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Muslim,0,0,1,0,<10k,Other,A few times a month
2497,Male,36,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,0,0,0,0,100k to <150k,Democrat,A few times a week
2499,Male,49,Some College,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Other,Once a day
2500,Female,56,Some College,Other/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,0,0,25k to <50k,Other,Once a day
2501,Female,65,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Other,A few times a month
2502,Female,66,Some College,White/Non-Hispanic,South,Yes,"Christian, Mormon",1,0,0,0,75k to <100k,Republican,Once a month or less
2504,Female,64,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,Several Times a day
2505,Female,37,High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,,0,<10k,Other,Several Times a day
2506,Female,39,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,0,0,0,100k to <150k,Other,Once a day
2508,Female,32,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,0,25k to <50k,Other,A few times a month
2509,Male,54,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,25k to <50k,Republican,Several Times a day
2510,Female,65,Bachelor and Beyond,Other/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,A few times a week
2511,Male,35,Bachelor and Beyond,White/Non-Hispanic,Midwest,No,"Christian, Protestant",0,0,0,0,100k to <150k,Other,Several Times a day
2513,Female,46,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Agnostic,0,0,0,0,100k to <150k,Democrat,Several Times a day
2514,Female,22,Some College,White/Non-Hispanic,West,Yes,"Christian, Mormon",1,0,0,0,100k to <150k,Other,Several Times a day
2519,Male,63,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Other,Once a month or less
2521,Male,49,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,0,0,0,0,150k+,Other,Once a week
2523,Female,28,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Republican,A few times a month
2525,Female,39,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Other,A few times a month
2526,Female,28,Bachelor and Beyond,White/Non-Hispanic,South,No,Nothing in particular,1,0,0,0,100k to <150k,Republican,Several Times a day
2528,Male,65,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Republican,A few times a month
2529,Female,74,Some College,White/Non-Hispanic,West,Yes,Other,1,0,1,1,100k to <150k,Republican,Once a week
2531,Female,27,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Probably,Nothing in particular,0,0,0,0,50k to <75k,Democrat,A few times a week
2532,Male,61,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Other,A few times a week
2538,Male,54,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,0,75k to <100k,Other,Once a day
2539,Female,60,Some College,White/Non-Hispanic,Midwest,Yes,Buddhist,0,0,1,0,25k to <50k,Democrat,Once a month or less
2540,Male,64,Bachelor and Beyond,2+ Races/Non-Hispanic,Midwest,Yes,Agnostic,0,0,0,0,75k to <100k,Democrat,Once a day
2542,Male,45,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Democrat,Several Times a day
2543,Female,45,High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Democrat,A few times a month
2545,Male,30,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,1,1,1,1,150k+,Democrat,Several Times a day
2547,Male,59,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Democrat,Once a day
2549,Male,81,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,10k to <25k,Democrat,Once a month or less
2550,Female,34,Some College,White/Non-Hispanic,Midwest,Probably,Atheist,0,0,0,0,50k to <75k,Democrat,Several Times a day
2551,Male,50,Some College,Other/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,0,1,<10k,Democrat,A few times a month
2552,Female,56,High School,White/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,0,<10k,Democrat,A few times a week
2555,Female,34,Some College,White/Non-Hispanic,South,Yes,Other,1,0,0,0,<10k,Democrat,Several Times a day
2556,Female,61,High School,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,1,0,25k to <50k,Democrat,A few times a month
2559,Male,67,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,75k to <100k,Democrat,A few times a week
2561,Female,61,Bachelor and Beyond,White/Non-Hispanic,South,No,"Christian, Roman Catholic",0,,0,0,50k to <75k,Democrat,A few times a month
2562,Female,68,Bachelor and Beyond,White/Non-Hispanic,West,No,Atheist,1,0,1,0,100k to <150k,Democrat,Once a day
2563,Male,33,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,Once a month or less
2565,Male,20,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,<10k,Democrat,Several Times a day
2567,Female,31,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,75k to <100k,Democrat,Once a month or less
2569,Male,60,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,1,1,1,150k+,Other,Several Times a day
2570,Female,51,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Democrat,A few times a month
2572,Female,26,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,1,1,0,25k to <50k,Other,Once a day
2573,Female,31,Bachelor and Beyond,2+ Races/Non-Hispanic,Northeast,No,"Christian, Protestant",1,0,0,0,25k to <50k,Other,Once a day
2576,Female,66,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Democrat,A few times a week
2577,Female,39,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,0,0,0,150k+,Democrat,Several Times a day
2578,Female,19,High School,White/Non-Hispanic,Midwest,No,Agnostic,0,0,0,0,50k to <75k,Democrat,Once a month or less
2579,Female,60,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,75k to <100k,Democrat,Once a day
2580,Male,52,Some College,Other/Non-Hispanic,South,Yes,"Christian, Mormon",0,0,1,0,100k to <150k,Republican,Once a day
2581,Male,49,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,1,1,150k+,Other,Once a day
2582,Female,35,Some College,2+ Races/Non-Hispanic,Midwest,Yes,Nothing in particular,1,1,1,1,<10k,Other,Several Times a day
2583,Female,42,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,1,0,50k to <75k,Democrat,Once a month or less
2584,Male,33,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Nothing in particular,0,0,0,0,10k to <25k,Democrat,Several Times a day
2586,Female,53,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Other,Several Times a day
2587,Female,44,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Republican,A few times a week
2588,Female,50,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,1,75k to <100k,Republican,A few times a week
2590,Female,70,Bachelor and Beyond,Hispanic,West,Yes,Other,0,0,0,1,50k to <75k,Democrat,A few times a week
2591,Female,30,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,75k to <100k,Republican,Once a day
2592,Male,58,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,1,1,0,100k to <150k,Republican,Several Times a day
2593,Male,68,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,1,1,100k to <150k,Republican,A few times a week
2594,Male,57,Some College,White/Non-Hispanic,Midwest,Yes,Other,0,1,0,0,75k to <100k,Other,Several Times a day
2595,Female,69,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,1,1,1,0,25k to <50k,Democrat,A few times a week
2596,Female,56,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Democrat,Once a month or less
2597,Female,28,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Other,Once a month or less
2598,Female,51,Some College,2+ Races/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Democrat,A few times a week
2600,Female,29,High School,White/Non-Hispanic,Midwest,Yes,Nothing in particular,1,0,0,0,75k to <100k,Democrat,Once a month or less
2601,Male,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Atheist,1,0,1,1,100k to <150k,Democrat,Once a day
2603,Female,37,Some College,White/Non-Hispanic,Midwest,Yes,Other,1,0,0,0,50k to <75k,Other,A few times a month
2607,Female,55,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,0,100k to <150k,Democrat,Once a week
2608,Male,53,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",0,1,0,0,50k to <75k,Republican,Several Times a day
2609,Female,53,Less then High School,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,<10k,Democrat,Several Times a day
2610,Male,37,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,1,0,100k to <150k,Other,Once a day
2612,Female,32,High School,White/Non-Hispanic,Midwest,No,Nothing in particular,0,0,0,0,25k to <50k,Democrat,Once a week
2613,Male,49,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,100k to <150k,Other,Several Times a day
2617,Female,50,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Jewish,1,1,1,1,100k to <150k,Democrat,A few times a week
2620,Male,41,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Republican,A few times a week
2622,Male,65,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,<10k,Democrat,A few times a week
2623,Female,49,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Republican,Once a month or less
2627,Female,60,Some College,Black/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,50k to <75k,Democrat,Once a month or less
2629,Female,26,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Democrat,A few times a month
2630,Male,61,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",1,1,0,0,150k+,Other,Once a day
2631,Female,55,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Republican,Once a month or less
2632,Male,60,Some College,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,1,1,50k to <75k,Other,A few times a week
2635,Male,42,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,50k to <75k,Democrat,Several Times a day
2637,Female,33,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,150k+,Democrat,Once a month or less
2638,Female,73,Some College,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",0,0,0,0,25k to <50k,Republican,Once a month or less
2639,Male,73,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,1,50k to <75k,Democrat,A few times a week
2640,Female,81,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Democrat,Once a day
2643,Female,67,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Other,A few times a month
2644,Male,70,Some College,Other/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,50k to <75k,Republican,A few times a week
2645,Male,49,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,0,0,0,75k to <100k,Other,A few times a month
2647,Male,42,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Democrat,Several Times a day
2650,Female,30,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Republican,Once a month or less
2651,Male,52,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,100k to <150k,Republican,A few times a week
2653,Female,61,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Agnostic,0,1,1,1,75k to <100k,Democrat,A few times a week
2656,Female,34,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,100k to <150k,Republican,Once a week
2657,Female,56,Bachelor and Beyond,Black/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Several Times a day
2658,Male,52,Less then High School,White/Non-Hispanic,Northeast,No,"Christian, Protestant",0,0,0,0,75k to <100k,Other,A few times a week
2659,Male,52,Bachelor and Beyond,Hispanic,South,Yes,"Christian, Protestant",1,0,1,1,100k to <150k,Democrat,Once a day
2661,Female,37,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,0,0,0,50k to <75k,Democrat,A few times a month
2662,Female,43,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,100k to <150k,Republican,A few times a week
2665,Female,56,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,0,1,1,1,50k to <75k,Democrat,A few times a month
2666,Female,43,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,0,0,100k to <150k,Republican,A few times a week
2667,Male,48,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Probably,Hindu,1,0,0,0,100k to <150k,Other,Once a day
2668,Female,32,Some College,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Several Times a day
2671,Male,74,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,1,1,1,1,100k to <150k,Democrat,A few times a week
2672,Female,67,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,0,1,1,1,75k to <100k,Democrat,A few times a week
2674,Male,36,Some College,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Democrat,Several Times a day
2675,Male,27,High School,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,50k to <75k,Democrat,Several Times a day
2677,Female,54,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,0,0,0,10k to <25k,Republican,A few times a week
2678,Female,56,High School,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,100k to <150k,Republican,A few times a month
2679,Male,55,Some College,White/Non-Hispanic,Northeast,Yes,Atheist,0,0,1,0,75k to <100k,Democrat,Several Times a day
2680,Male,67,Some College,White/Non-Hispanic,West,No,"Christian, Protestant",0,0,0,0,25k to <50k,Republican,A few times a week
2682,Female,63,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,25k to <50k,Other,A few times a week
2685,Male,61,Some College,Other/Non-Hispanic,West,Yes,Other,1,0,0,0,<10k,Democrat,A few times a week
2688,Female,70,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Atheist,0,1,1,1,10k to <25k,Democrat,Several Times a day
2689,Female,53,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,1,0,75k to <100k,Other,Once a week
2692,Male,60,Some College,White/Non-Hispanic,South,Probably,"Christian, Protestant",0,0,0,0,25k to <50k,Other,A few times a month
2694,Male,79,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,0,1,75k to <100k,Democrat,Once a day
2695,Female,33,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Mormon",1,1,0,1,75k to <100k,Republican,Once a day
2696,Male,46,Bachelor and Beyond,Other/Non-Hispanic,Northeast,Yes,Hindu,0,0,0,0,75k to <100k,Other,A few times a month
2698,Male,58,High School,White/Non-Hispanic,South,Probably,Nothing in particular,0,0,0,0,25k to <50k,Other,Several Times a day
2699,Female,45,High School,White/Non-Hispanic,South,,Other,0,,,,75k to <100k,Other,A few times a week
2702,Male,56,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",0,0,0,0,25k to <50k,Other,Once a day
2703,Male,43,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Mormon",1,1,1,0,50k to <75k,Democrat,Several Times a day
2704,Male,62,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Other,Several Times a day
2706,Male,20,Some College,2+ Races/Non-Hispanic,Northeast,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Democrat,Once a month or less
2707,Female,53,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,1,1,0,100k to <150k,Democrat,Once a day
2708,Female,34,Some College,2+ Races/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,1,25k to <50k,Other,Several Times a day
2710,Male,34,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,0,0,0,0,100k to <150k,Republican,Several Times a day
2711,Female,67,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Jewish,0,0,1,0,50k to <75k,Other,A few times a week
2712,Female,62,Some College,White/Non-Hispanic,West,Yes,Nothing in particular,0,1,1,1,100k to <150k,Democrat,Once a day
2713,Male,69,High School,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,1,50k to <75k,Republican,Once a day
2714,Male,66,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Roman Catholic",1,0,1,0,25k to <50k,Democrat,Several Times a day
2715,Female,46,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,1,1,1,0,100k to <150k,Democrat,Once a week
2719,Female,26,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Democrat,Several Times a day
2721,Female,58,High School,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,0,0,0,10k to <25k,Republican,Several Times a day
2722,Male,77,Bachelor and Beyond,White/Non-Hispanic,West,Yes,"Christian, Protestant",1,0,1,1,75k to <100k,Other,A few times a week
2723,Female,23,Bachelor and Beyond,White/Non-Hispanic,South,No,"Christian, Roman Catholic",0,,0,0,75k to <100k,Republican,Several Times a day
2724,Male,51,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,1,0,150k+,Republican,A few times a week
2725,Male,48,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Agnostic,1,0,0,0,150k+,Republican,Several Times a day
2730,Female,36,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,25k to <50k,Other,A few times a month
2731,Female,40,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Nothing in particular,1,0,0,0,75k to <100k,Other,Several Times a day
2732,Male,53,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,1,1,100k to <150k,Democrat,A few times a week
2734,Female,28,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,A few times a week
2735,Male,64,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Agnostic,0,0,1,1,75k to <100k,Other,Several Times a day
2737,Female,38,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,0,0,0,50k to <75k,Other,Once a day
2742,Male,67,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,0,1,1,75k to <100k,Republican,A few times a week
2743,Male,23,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,Nothing in particular,0,1,1,0,25k to <50k,Other,Several Times a day
2744,Female,63,Some College,White/Non-Hispanic,Northeast,Probably,"Christian, Protestant",0,0,0,0,25k to <50k,Other,A few times a week
2747,Male,72,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,0,0,1,0,75k to <100k,Democrat,Several Times a day
2748,Male,65,Bachelor and Beyond,White/Non-Hispanic,South,Yes,Other,0,0,0,0,10k to <25k,Republican,Several Times a day
2749,Female,44,Some College,2+ Races/Non-Hispanic,South,,Nothing in particular,1,0,0,0,50k to <75k,Other,A few times a week
2750,Female,56,High School,White/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,75k to <100k,Republican,A few times a month
2751,Female,46,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Roman Catholic",1,0,0,0,150k+,Democrat,Several Times a day
2754,Female,75,High School,White/Non-Hispanic,Northeast,No,"Christian, Roman Catholic",0,0,0,1,100k to <150k,Other,Once a day
2755,Female,63,Bachelor and Beyond,2+ Races/Non-Hispanic,South,Yes,Agnostic,0,0,1,1,50k to <75k,Other,A few times a week
2758,Female,69,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Democrat,Once a week
2759,Female,28,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Protestant",0,0,0,0,<10k,Republican,Once a day
2760,Female,44,Bachelor and Beyond,Other/Non-Hispanic,West,No,"Christian, Roman Catholic",1,0,0,0,25k to <50k,Other,Several Times a day
2762,Male,52,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Atheist,0,1,1,0,100k to <150k,Democrat,Once a day
2764,Male,59,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,1,1,1,100k to <150k,Other,A few times a week
2765,Female,70,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Nothing in particular,1,1,0,1,100k to <150k,Democrat,Several Times a day
2770,Female,26,Bachelor and Beyond,White/Non-Hispanic,South,No,"Christian, Protestant",0,0,0,0,10k to <25k,Republican,A few times a week
2772,Male,52,Some College,White/Non-Hispanic,South,Yes,"Christian, Protestant",0,1,0,1,50k to <75k,Republican,A few times a week
2773,Female,42,Some College,White/Non-Hispanic,West,Yes,"Christian, Mormon",0,0,0,0,25k to <50k,Republican,Several Times a day
2774,Male,56,Bachelor and Beyond,White/Non-Hispanic,South,No,Agnostic,1,0,0,0,50k to <75k,Other,Several Times a day
2775,Female,73,Some College,White/Non-Hispanic,Northeast,Yes,Other,1,0,1,0,50k to <75k,Other,Once a day
2776,Female,72,High School,White/Non-Hispanic,South,Yes,Other,1,0,1,1,100k to <150k,Other,Several Times a day
2779,Female,61,Some College,White/Non-Hispanic,Northeast,Yes,Nothing in particular,1,0,0,0,100k to <150k,Other,Once a month or less
2780,Male,55,High School,White/Non-Hispanic,Northeast,No,Agnostic,0,0,0,0,<10k,Other,Once a day
2781,Female,45,Some College,Hispanic,Midwest,Yes,"Christian, Roman Catholic",0,0,1,0,50k to <75k,Democrat,Several Times a day
2782,Male,38,Bachelor and Beyond,White/Non-Hispanic,Midwest,Yes,"Christian, Protestant",1,0,0,0,75k to <100k,Republican,Several Times a day
2783,Female,46,Bachelor and Beyond,White/Non-Hispanic,West,Yes,Agnostic,1,0,0,0,100k to <150k,Other,A few times a week
2784,Female,35,Some College,Black/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,0,0,25k to <50k,Other,Once a day
2785,Female,32,Bachelor and Beyond,2+ Races/Non-Hispanic,West,Yes,"Christian, Roman Catholic",1,0,0,0,100k to <150k,Democrat,Once a day
2787,Female,74,Bachelor and Beyond,White/Non-Hispanic,Northeast,Yes,Other,1,1,1,1,50k to <75k,Democrat,A few times a week
2788,Male,58,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Roman Catholic",1,1,1,1,100k to <150k,Democrat,Several Times a day
2790,Female,76,Bachelor and Beyond,White/Non-Hispanic,South,Yes,"Christian, Protestant",1,0,1,0,75k to <100k,Other,Several Times a day
