CaseID,Col2,Col3
1797,Househol Income,150k+
1797,Political Party,Republican
1797,User Frequency,A few times a month
1800,Gender,Male
1800,Age,54
1800,Education,Bachelor and Beyond
1800,Race/ Ethnicity,White/Non-Hispanic
1800,Region,Midwest
1800,Registered to Vote,Yes
1800,Religion,"Christian, Protestant"
1800,Volunteered in the Past Year,1
1800,Attended a Political Rally in the Past Year,1
1800,Contacted an Elected Official in the Past Year,0
1800,Political Donation in the Past Year,1
1800,Househol Income,75k to <100k
1800,Political Party,Republican
1800,User Frequency,Once a day
1801,Gender,Female
1801,Age,55
1801,Education,Bachelor and Beyond
1801,Race/ Ethnicity,White/Non-Hispanic
1801,Region,Midwest
1801,Registered to Vote,Yes
1801,Religion,Other
1801,Volunteered in the Past Year,0
1801,Attended a Political Rally in the Past Year,0
1801,Contacted an Elected Official in the Past Year,1
1801,Political Donation in the Past Year,0
1801,Househol Income,75k to <100k
1801,Political Party,Other
1801,User Frequency,Once a month or less
1804,Gender,Male
1804,Age,45
1804,Education,Some College
1804,Race/ Ethnicity,White/Non-Hispanic
1804,Region,South
1804,Registered to Vote,Yes
1804,Religion,"Christian, Protestant"
1804,Volunteered in the Past Year,0
1804,Attended a Political Rally in the Past Year,0
1804,Contacted an Elected Official in the Past Year,0
1804,Political Donation in the Past Year,0
1804,Househol Income,75k to <100k
1804,Political Party,Republican
1804,User Frequency,Once a month or less
1805,Gender,Female
1805,Age,69
1805,Education,Some College
1805,Race/ Ethnicity,White/Non-Hispanic
1805,Region,South
1805,Registered to Vote,Yes
1805,Religion,"Christian, Protestant"
1805,Volunteered in the Past Year,0
1805,Attended a Political Rally in the Past Year,0
1805,Contacted an Elected Official in the Past Year,0
1805,Political Donation in the Past Year,1
1805,Househol Income,75k to <100k
1805,Political Party,Democrat
1805,User Frequency,A few times a month
1806,Gender,Female
1806,Age,54
1806,Education,Bachelor and Beyond
1806,Race/ Ethnicity,Other/Non-Hispanic
1806,Region,South
1806,Registered to Vote,Yes
1806,Religion,"Christian, Roman Catholic"
1806,Volunteered in the Past Year,0
1806,Attended a Political Rally in the Past Year,1
1806,Contacted an Elected Official in the Past Year,0
1806,Political Donation in the Past Year,0
1806,Househol Income,100k to <150k
1806,Political Party,Democrat
1806,User Frequency,A few times a month
1807,Gender,Female
1807,Age,44
1807,Education,Bachelor and Beyond
1807,Race/ Ethnicity,White/Non-Hispanic
1807,Region,South
1807,Registered to Vote,Yes
1807,Religion,"Christian, Protestant"
1807,Volunteered in the Past Year,1
1807,Attended a Political Rally in the Past Year,0
1807,Contacted an Elected Official in the Past Year,0
1807,Political Donation in the Past Year,1
1807,Househol Income,100k to <150k
1807,Political Party,Republican
1807,User Frequency,A few times a week
1808,Gender,Female
1808,Age,44
1808,Education,Some College
1808,Race/ Ethnicity,White/Non-Hispanic
1808,Region,West
1808,Registered to Vote,Yes
1808,Religion,Agnostic
1808,Volunteered in the Past Year,0
1808,Attended a Political Rally in the Past Year,0
1808,Contacted an Elected Official in the Past Year,0
1808,Political Donation in the Past Year,0
1808,Househol Income,75k to <100k
1808,Political Party,Other
1808,User Frequency,A few times a week
1809,Gender,Female
1809,Age,62
1809,Education,Some College
1809,Race/ Ethnicity,Other/Non-Hispanic
1809,Region,South
1809,Registered to Vote,Yes
1809,Religion,"Christian, Protestant"
1809,Volunteered in the Past Year,0
1809,Attended a Political Rally in the Past Year,0
1809,Contacted an Elected Official in the Past Year,0
1809,Political Donation in the Past Year,0
1809,Househol Income,75k to <100k
1809,Political Party,Democrat
1809,User Frequency,A few times a week
1810,Gender,Female
1810,Age,58
1810,Education,High School
1810,Race/ Ethnicity,White/Non-Hispanic
1810,Region,Midwest
1810,Registered to Vote,Yes
1810,Religion,"Christian, Protestant"
1810,Volunteered in the Past Year,0
1810,Attended a Political Rally in the Past Year,0
1810,Contacted an Elected Official in the Past Year,0
1810,Political Donation in the Past Year,0
1810,Househol Income,75k to <100k
1810,Political Party,Other
1810,User Frequency,A few times a week
1811,Gender,Female
1811,Age,75
1811,Education,Bachelor and Beyond
1811,Race/ Ethnicity,White/Non-Hispanic
1811,Region,Northeast
1811,Registered to Vote,Yes
1811,Religion,"Christian, Orthodox"
1811,Volunteered in the Past Year,1
1811,Attended a Political Rally in the Past Year,1
1811,Contacted an Elected Official in the Past Year,1
1811,Political Donation in the Past Year,1
1811,Househol Income,100k to <150k
1811,Political Party,Democrat
1811,User Frequency,Once a week
1812,Gender,Male
1812,Age,40
1812,Education,Some College
1812,Race/ Ethnicity,White/Non-Hispanic
1812,Region,West
1812,Registered to Vote,Yes
1812,Religion,Atheist
1812,Volunteered in the Past Year,0
1812,Attended a Political Rally in the Past Year,0
1812,Contacted an Elected Official in the Past Year,0
1812,Political Donation in the Past Year,0
1812,Househol Income,75k to <100k
1812,Political Party,Other
1812,User Frequency,Once a week
1815,Gender,Female
1815,Age,54
1815,Education,Bachelor and Beyond
1815,Race/ Ethnicity,Black/Non-Hispanic
1815,Region,West
1815,Registered to Vote,Yes
1815,Religion,"Christian, Protestant"
1815,Volunteered in the Past Year,1
1815,Attended a Political Rally in the Past Year,1
1815,Contacted an Elected Official in the Past Year,1
1815,Political Donation in the Past Year,1
1815,Househol Income,150k+
1815,Political Party,Democrat
1815,User Frequency,Several Times a day
1816,Gender,Female
1816,Age,31
1816,Education,High School
1816,Race/ Ethnicity,White/Non-Hispanic
1816,Region,West
1816,Registered to Vote,Yes
1816,Religion,Nothing in particular
1816,Volunteered in the Past Year,0
1816,Attended a Political Rally in the Past Year,0
1816,Contacted an Elected Official in the Past Year,0
1816,Political Donation in the Past Year,0
1816,Househol Income,75k to <100k
1816,Political Party,Other
1816,User Frequency,A few times a week
1817,Gender,Female
1817,Age,66
1817,Education,Bachelor and Beyond
1817,Race/ Ethnicity,Hispanic
1817,Region,West
1817,Registered to Vote,Yes
1817,Religion,Nothing in particular
1817,Volunteered in the Past Year,1
1817,Attended a Political Rally in the Past Year,0
1817,Contacted an Elected Official in the Past Year,1
1817,Political Donation in the Past Year,0
1817,Househol Income,100k to <150k
1817,Political Party,Democrat
1817,User Frequency,A few times a week
1818,Gender,Male
1818,Age,52
1818,Education,Bachelor and Beyond
1818,Race/ Ethnicity,White/Non-Hispanic
1818,Region,South
1818,Registered to Vote,Yes
1818,Religion,"Christian, Roman Catholic"
1818,Volunteered in the Past Year,1
1818,Attended a Political Rally in the Past Year,0
1818,Contacted an Elected Official in the Past Year,0
1818,Political Donation in the Past Year,0
1818,Househol Income,75k to <100k
1818,Political Party,Republican
1818,User Frequency,Once a day
1823,Gender,Male
1823,Age,43
1823,Education,Some College
1823,Race/ Ethnicity,White/Non-Hispanic
1823,Region,South
1823,Registered to Vote,Yes
1823,Religion,"Christian, Protestant"
1823,Volunteered in the Past Year,1
1823,Attended a Political Rally in the Past Year,0
1823,Contacted an Elected Official in the Past Year,0
1823,Political Donation in the Past Year,0
1823,Househol Income,100k to <150k
1823,Political Party,Republican
1823,User Frequency,Once a day
1825,Gender,Female
1825,Age,43
1825,Education,Some College
1825,Race/ Ethnicity,White/Non-Hispanic
1825,Region,West
1825,Registered to Vote,Yes
1825,Volunteered in the Past Year,1
1825,Attended a Political Rally in the Past Year,0
1825,Contacted an Elected Official in the Past Year,0
1825,Political Donation in the Past Year,0
1825,Househol Income,100k to <150k
1825,Political Party,Other
1825,User Frequency,Once a month or less
1826,Gender,Male
1826,Age,26
1826,Education,Some College
1826,Race/ Ethnicity,2+ Races/Non-Hispanic
1826,Region,South
1826,Registered to Vote,Probably
1826,Religion,"Christian, Protestant"
1826,Volunteered in the Past Year,0
1826,Attended a Political Rally in the Past Year,0
1826,Contacted an Elected Official in the Past Year,0
1826,Political Donation in the Past Year,0
1826,Househol Income,50k to <75k
1826,Political Party,Other
1826,User Frequency,Once a week
1827,Gender,Male
1827,Age,66
1827,Education,Some College
1827,Race/ Ethnicity,White/Non-Hispanic
1827,Region,Midwest
1827,Registered to Vote,Yes
1827,Religion,"Christian, Roman Catholic"
1827,Volunteered in the Past Year,1
1827,Attended a Political Rally in the Past Year,0
1827,Contacted an Elected Official in the Past Year,0
1827,Political Donation in the Past Year,0
1827,Househol Income,100k to <150k
1827,Political Party,Other
1827,User Frequency,Once a day
1828,Gender,Male
1828,Age,48
1828,Education,Bachelor and Beyond
1828,Race/ Ethnicity,White/Non-Hispanic
1828,Region,West
1828,Registered to Vote,Yes
1828,Religion,Agnostic
1828,Volunteered in the Past Year,0
1828,Attended a Political Rally in the Past Year,0
1828,Contacted an Elected Official in the Past Year,0
1828,Political Donation in the Past Year,0
1828,Househol Income,25k to <50k
1828,Political Party,Other
1828,User Frequency,Once a day
1831,Gender,Male
1831,Age,44
1831,Education,Bachelor and Beyond
1831,Race/ Ethnicity,White/Non-Hispanic
1831,Region,Midwest
1831,Registered to Vote,Yes
1831,Religion,Nothing in particular
1831,Volunteered in the Past Year,1
1831,Attended a Political Rally in the Past Year,0
1831,Contacted an Elected Official in the Past Year,0
1831,Political Donation in the Past Year,0
1831,Househol Income,100k to <150k
1831,Political Party,Other
1831,User Frequency,Once a week
1836,Gender,Female
1836,Age,58
1836,Education,Bachelor and Beyond
1836,Race/ Ethnicity,White/Non-Hispanic
1836,Region,West
1836,Registered to Vote,Yes
1836,Religion,Nothing in particular
1836,Volunteered in the Past Year,0
1836,Attended a Political Rally in the Past Year,0
1836,Contacted an Elected Official in the Past Year,0
1836,Political Donation in the Past Year,0
1836,Househol Income,75k to <100k
1836,Political Party,Democrat
1836,User Frequency,A few times a week
1837,Gender,Female
1837,Age,52
1837,Education,High School
1837,Race/ Ethnicity,White/Non-Hispanic
1837,Region,Midwest
1837,Registered to Vote,Probably
1837,Religion,Agnostic
1837,Volunteered in the Past Year,0
1837,Attended a Political Rally in the Past Year,0
1837,Contacted an Elected Official in the Past Year,0
1837,Political Donation in the Past Year,0
1837,Househol Income,10k to <25k
1837,Political Party,Other
1837,User Frequency,Several Times a day
1838,Gender,Female
1838,Age,66
1838,Education,Some College
1838,Race/ Ethnicity,White/Non-Hispanic
1838,Region,South
1838,Registered to Vote,Yes
1838,Religion,"Christian, Protestant"
1838,Volunteered in the Past Year,1
1838,Attended a Political Rally in the Past Year,0
1838,Contacted an Elected Official in the Past Year,0
1838,Political Donation in the Past Year,0
1838,Househol Income,50k to <75k
1838,Political Party,Republican
1838,User Frequency,Once a month or less
1840,Gender,Female
1840,Age,29
1840,Education,Bachelor and Beyond
1840,Race/ Ethnicity,Hispanic
1840,Region,South
1840,Registered to Vote,Yes
1840,Religion,"Christian, Protestant"
1840,Volunteered in the Past Year,0
1840,Attended a Political Rally in the Past Year,0
1840,Contacted an Elected Official in the Past Year,1
1840,Political Donation in the Past Year,0
1840,Househol Income,50k to <75k
1840,Political Party,Other
1840,User Frequency,A few times a week
1848,Gender,Male
1848,Age,72
1848,Education,Bachelor and Beyond
1848,Race/ Ethnicity,White/Non-Hispanic
1848,Region,Midwest
1848,Registered to Vote,Yes
1848,Religion,"Christian, Roman Catholic"
1848,Volunteered in the Past Year,1
1848,Attended a Political Rally in the Past Year,1
1848,Contacted an Elected Official in the Past Year,1
1848,Political Donation in the Past Year,1
1848,Househol Income,75k to <100k
1848,Political Party,Other
1848,User Frequency,Once a month or less
1850,Gender,Male
1850,Age,58
1850,Education,Bachelor and Beyond
1850,Race/ Ethnicity,White/Non-Hispanic
1850,Region,West
1850,Registered to Vote,Yes
1850,Religion,"Christian, Protestant"
1850,Volunteered in the Past Year,1
1850,Attended a Political Rally in the Past Year,0
1850,Contacted an Elected Official in the Past Year,1
1850,Political Donation in the Past Year,0
1850,Househol Income,100k to <150k
1850,Political Party,Republican
1850,User Frequency,A few times a month
1851,Gender,Female
1851,Age,22
1851,Education,Bachelor and Beyond
1851,Race/ Ethnicity,White/Non-Hispanic
1851,Region,Midwest
1851,Registered to Vote,Yes
1851,Religion,Nothing in particular
1851,Volunteered in the Past Year,0
1851,Attended a Political Rally in the Past Year,1
1851,Contacted an Elected Official in the Past Year,0
1851,Political Donation in the Past Year,0
1851,Househol Income,<10k
1851,Political Party,Democrat
1851,User Frequency,Several Times a day
1855,Gender,Male
1855,Age,37
1855,Education,Bachelor and Beyond
1855,Race/ Ethnicity,White/Non-Hispanic
1855,Region,South
1855,Registered to Vote,Yes
1855,Religion,Nothing in particular
1855,Volunteered in the Past Year,0
1855,Attended a Political Rally in the Past Year,0
1855,Contacted an Elected Official in the Past Year,0
1855,Political Donation in the Past Year,0
1855,Househol Income,75k to <100k
1855,Political Party,Other
1855,User Frequency,A few times a week
1857,Gender,Male
1857,Age,28
1857,Education,Bachelor and Beyond
1857,Race/ Ethnicity,White/Non-Hispanic
1857,Region,South
1857,Registered to Vote,Yes
1857,Religion,"Christian, Protestant"
1857,Volunteered in the Past Year,1
1857,Attended a Political Rally in the Past Year,0
1857,Contacted an Elected Official in the Past Year,0
1857,Political Donation in the Past Year,0
1857,Househol Income,100k to <150k
1857,Political Party,Republican
1857,User Frequency,A few times a week
1858,Gender,Male
1858,Age,68
1858,Education,Bachelor and Beyond
1858,Race/ Ethnicity,White/Non-Hispanic
1858,Region,South
1858,Registered to Vote,Yes
1858,Religion,"Christian, Protestant"
1858,Volunteered in the Past Year,1
1858,Attended a Political Rally in the Past Year,1
1858,Contacted an Elected Official in the Past Year,1
1858,Political Donation in the Past Year,0
1858,Househol Income,75k to <100k
1858,Political Party,Republican
1858,User Frequency,Once a day
1859,Gender,Female
1859,Age,39
1859,Education,Bachelor and Beyond
1859,Race/ Ethnicity,White/Non-Hispanic
1859,Region,Northeast
1859,Registered to Vote,Yes
1859,Religion,"Christian, Roman Catholic"
1859,Volunteered in the Past Year,1
1859,Attended a Political Rally in the Past Year,1
1859,Contacted an Elected Official in the Past Year,1
1859,Political Donation in the Past Year,1
1859,Househol Income,75k to <100k
1859,Political Party,Republican
1859,User Frequency,Several Times a day
1860,Gender,Female
1860,Age,32
1860,Education,Bachelor and Beyond
1860,Race/ Ethnicity,White/Non-Hispanic
1860,Region,Midwest
1860,Registered to Vote,Yes
1860,Religion,Nothing in particular
1860,Volunteered in the Past Year,1
1860,Attended a Political Rally in the Past Year,0
1860,Contacted an Elected Official in the Past Year,0
1860,Political Donation in the Past Year,0
1860,Househol Income,100k to <150k
1860,Political Party,Other
1860,User Frequency,Once a week
1863,Gender,Male
1863,Age,37
1863,Education,Some College
1863,Race/ Ethnicity,White/Non-Hispanic
1863,Region,West
1863,Registered to Vote,No
1863,Religion,Other
1863,Volunteered in the Past Year,1
1863,Attended a Political Rally in the Past Year,0
1863,Contacted an Elected Official in the Past Year,0
1863,Political Donation in the Past Year,0
1863,Househol Income,100k to <150k
1863,Political Party,Other
1863,User Frequency,A few times a month
1864,Gender,Female
1864,Age,52
1864,Education,Some College
1864,Race/ Ethnicity,2+ Races/Non-Hispanic
1864,Region,South
1864,Registered to Vote,Yes
1864,Religion,"Christian, Protestant"
1864,Volunteered in the Past Year,1
1864,Attended a Political Rally in the Past Year,0
1864,Contacted an Elected Official in the Past Year,0
1864,Political Donation in the Past Year,0
1864,Househol Income,75k to <100k
1864,Political Party,Republican
1864,User Frequency,A few times a month
1866,Gender,Male
1866,Age,47
1866,Education,Bachelor and Beyond
1866,Race/ Ethnicity,Hispanic
1866,Region,West
1866,Registered to Vote,Yes
1866,Religion,"Christian, Protestant"
1866,Volunteered in the Past Year,1
1866,Attended a Political Rally in the Past Year,0
1866,Contacted an Elected Official in the Past Year,0
1866,Political Donation in the Past Year,0
1866,Househol Income,75k to <100k
1866,Political Party,Democrat
1866,User Frequency,A few times a month
1867,Gender,Female
1867,Age,44
1867,Education,Bachelor and Beyond
1867,Race/ Ethnicity,Black/Non-Hispanic
1867,Region,Northeast
1867,Registered to Vote,Yes
1867,Religion,Other
1867,Volunteered in the Past Year,1
1867,Attended a Political Rally in the Past Year,1
1867,Contacted an Elected Official in the Past Year,1
1867,Political Donation in the Past Year,0
1867,Househol Income,75k to <100k
1867,Political Party,Other
1867,User Frequency,Several Times a day
1868,Gender,Male
1868,Age,34
1868,Education,Bachelor and Beyond
1868,Race/ Ethnicity,White/Non-Hispanic
1868,Region,Midwest
1868,Registered to Vote,Yes
1868,Religion,Other
1868,Volunteered in the Past Year,1
1868,Attended a Political Rally in the Past Year,0
1868,Contacted an Elected Official in the Past Year,0
1868,Political Donation in the Past Year,1
1868,Househol Income,75k to <100k
1868,Political Party,Other
1868,User Frequency,A few times a week
1869,Gender,Male
1869,Age,46
1869,Education,Some College
1869,Race/ Ethnicity,White/Non-Hispanic
1869,Region,West
1869,Registered to Vote,Yes
1869,Religion,"Christian, Mormon"
1869,Volunteered in the Past Year,0
1869,Attended a Political Rally in the Past Year,0
1869,Contacted an Elected Official in the Past Year,0
1869,Political Donation in the Past Year,0
1869,Househol Income,50k to <75k
1869,Political Party,Other
1869,User Frequency,Several Times a day
1874,Gender,Male
1874,Age,40
1874,Education,Bachelor and Beyond
1874,Race/ Ethnicity,White/Non-Hispanic
1874,Region,Northeast
1874,Registered to Vote,Yes
1874,Religion,"Christian, Roman Catholic"
1874,Volunteered in the Past Year,0
1874,Attended a Political Rally in the Past Year,0
1874,Contacted an Elected Official in the Past Year,0
1874,Political Donation in the Past Year,0
1874,Househol Income,150k+
1874,Political Party,Republican
1874,User Frequency,A few times a month
1875,Gender,Female
1875,Age,31
1875,Education,Bachelor and Beyond
1875,Race/ Ethnicity,White/Non-Hispanic
1875,Region,Northeast
1875,Registered to Vote,Yes
1875,Religion,Nothing in particular
1875,Volunteered in the Past Year,0
1875,Attended a Political Rally in the Past Year,0
1875,Contacted an Elected Official in the Past Year,0
1875,Political Donation in the Past Year,0
1875,Househol Income,150k+
1875,Political Party,Other
1875,User Frequency,Once a day
1877,Gender,Female
1877,Age,62
1877,Education,Bachelor and Beyond
1877,Race/ Ethnicity,White/Non-Hispanic
1877,Region,Midwest
1877,Registered to Vote,Yes
1877,Religion,"Christian, Protestant"
1877,Volunteered in the Past Year,0
1877,Attended a Political Rally in the Past Year,0
1877,Contacted an Elected Official in the Past Year,0
1877,Political Donation in the Past Year,0
1877,Househol Income,75k to <100k
1877,Political Party,Other
1877,User Frequency,A few times a week
1879,Gender,Female
1879,Age,56
1879,Education,Some College
1879,Race/ Ethnicity,White/Non-Hispanic
1879,Region,Northeast
1879,Registered to Vote,Yes
1879,Religion,"Christian, Protestant"
1879,Volunteered in the Past Year,1
1879,Attended a Political Rally in the Past Year,0
1879,Contacted an Elected Official in the Past Year,0
1879,Political Donation in the Past Year,0
1879,Househol Income,<10k
1879,Political Party,Democrat
1879,User Frequency,Several Times a day
1882,Gender,Male
1882,Age,21
1882,Education,High School
1882,Race/ Ethnicity,White/Non-Hispanic
1882,Region,Northeast
1882,Registered to Vote,Yes
1882,Religion,Nothing in particular
1882,Volunteered in the Past Year,0
1882,Attended a Political Rally in the Past Year,0
1882,Contacted an Elected Official in the Past Year,0
1882,Political Donation in the Past Year,0
1882,Househol Income,<10k
1882,Political Party,Democrat
1882,User Frequency,Several Times a day
1884,Gender,Female
1884,Age,31
1884,Education,Some College
1884,Race/ Ethnicity,White/Non-Hispanic
1884,Region,South
1884,Registered to Vote,Yes
1884,Religion,"Christian, Protestant"
1884,Volunteered in the Past Year,0
1884,Attended a Political Rally in the Past Year,0
1884,Contacted an Elected Official in the Past Year,0
1884,Political Donation in the Past Year,0
1884,Househol Income,50k to <75k
1884,Political Party,Republican
1884,User Frequency,Once a day
1889,Gender,Male
1889,Age,43
1889,Education,Some College
1889,Race/ Ethnicity,2+ Races/Non-Hispanic
1889,Region,West
1889,Registered to Vote,Yes
1889,Religion,Nothing in particular
1889,Volunteered in the Past Year,0
1889,Attended a Political Rally in the Past Year,0
1889,Contacted an Elected Official in the Past Year,0
1889,Political Donation in the Past Year,0
1889,Househol Income,75k to <100k
1889,Political Party,Other
1889,User Frequency,Several Times a day
1895,Gender,Male
1895,Age,44
1895,Education,Bachelor and Beyond
1895,Race/ Ethnicity,2+ Races/Non-Hispanic
1895,Region,West
1895,Registered to Vote,Yes
1895,Religion,Agnostic
1895,Volunteered in the Past Year,1
1895,Attended a Political Rally in the Past Year,1
1895,Contacted an Elected Official in the Past Year,1
1895,Political Donation in the Past Year,1
1895,Househol Income,100k to <150k
1895,Political Party,Democrat
1895,User Frequency,A few times a month
1896,Gender,Male
1896,Age,35
1896,Education,Bachelor and Beyond
1896,Race/ Ethnicity,White/Non-Hispanic
1896,Region,Midwest
1896,Registered to Vote,Yes
1896,Religion,"Christian, Protestant"
1896,Volunteered in the Past Year,1
1896,Attended a Political Rally in the Past Year,0
1896,Contacted an Elected Official in the Past Year,0
1896,Political Donation in the Past Year,0
1896,Househol Income,75k to <100k
1896,Political Party,Democrat
1896,User Frequency,Once a day
1897,Gender,Male
1897,Age,57
1897,Education,Bachelor and Beyond
1897,Race/ Ethnicity,White/Non-Hispanic
1897,Region,South
1897,Registered to Vote,Yes
1897,Religion,"Christian, Protestant"
1897,Volunteered in the Past Year,1
1897,Attended a Political Rally in the Past Year,0
1897,Contacted an Elected Official in the Past Year,0
1897,Political Donation in the Past Year,0
1897,Househol Income,50k to <75k
1897,Political Party,Republican
1897,User Frequency,Several Times a day
1899,Gender,Female
1899,Age,53
1899,Education,Bachelor and Beyond
1899,Race/ Ethnicity,White/Non-Hispanic
1899,Region,Midwest
1899,Registered to Vote,Yes
1899,Religion,"Christian, Protestant"
1899,Volunteered in the Past Year,0
1899,Attended a Political Rally in the Past Year,0
1899,Contacted an Elected Official in the Past Year,0
1899,Political Donation in the Past Year,0
1899,Househol Income,100k to <150k
1899,Political Party,Other
1899,User Frequency,Once a day
1900,Gender,Male
1900,Age,62
1900,Education,Bachelor and Beyond
1900,Race/ Ethnicity,White/Non-Hispanic
1900,Region,South
1900,Registered to Vote,Yes
1900,Religion,"Christian, Roman Catholic"
1900,Volunteered in the Past Year,1
1900,Attended a Political Rally in the Past Year,0
1900,Contacted an Elected Official in the Past Year,0
1900,Political Donation in the Past Year,0
1900,Househol Income,75k to <100k
1900,Political Party,Republican
1900,User Frequency,Several Times a day
1901,Gender,Female
1901,Age,56
1901,Education,Some College
1901,Race/ Ethnicity,White/Non-Hispanic
1901,Region,Midwest
1901,Registered to Vote,Yes
1901,Religion,"Christian, Protestant"
1901,Volunteered in the Past Year,0
1901,Attended a Political Rally in the Past Year,1
1901,Contacted an Elected Official in the Past Year,0
1901,Political Donation in the Past Year,0
1901,Househol Income,75k to <100k
1901,Political Party,Republican
1901,User Frequency,Several Times a day
1902,Gender,Male
1902,Age,57
1902,Education,Some College
1902,Race/ Ethnicity,White/Non-Hispanic
1902,Region,West
1902,Registered to Vote,Yes
1902,Religion,"Christian, Roman Catholic"
1902,Volunteered in the Past Year,0
1902,Attended a Political Rally in the Past Year,0
1902,Contacted an Elected Official in the Past Year,0
1902,Political Donation in the Past Year,0
1902,Househol Income,75k to <100k
1902,Political Party,Republican
1902,User Frequency,Once a week
1903,Gender,Female
1903,Age,52
1903,Education,Bachelor and Beyond
1903,Race/ Ethnicity,White/Non-Hispanic
1903,Region,Northeast
1903,Registered to Vote,Yes
1903,Religion,"Christian, Roman Catholic"
1903,Volunteered in the Past Year,1
1903,Attended a Political Rally in the Past Year,0
1903,Contacted an Elected Official in the Past Year,1
1903,Political Donation in the Past Year,0
1903,Househol Income,100k to <150k
1903,Political Party,Republican
1903,User Frequency,Once a day
1904,Gender,Male
1904,Age,46
1904,Education,Bachelor and Beyond
1904,Race/ Ethnicity,2+ Races/Non-Hispanic
1904,Region,West
1904,Registered to Vote,Yes
1904,Religion,"Christian, Roman Catholic"
1904,Volunteered in the Past Year,1
1904,Attended a Political Rally in the Past Year,0
1904,Contacted an Elected Official in the Past Year,0
1904,Political Donation in the Past Year,0
1904,Househol Income,75k to <100k
1904,Political Party,Democrat
1904,User Frequency,Once a month or less
1905,Gender,Male
1905,Age,24
1905,Education,Some College
1905,Race/ Ethnicity,White/Non-Hispanic
1905,Region,Midwest
1905,Registered to Vote,Probably
1905,Religion,"Christian, Protestant"
1905,Volunteered in the Past Year,0
1905,Attended a Political Rally in the Past Year,0
1905,Contacted an Elected Official in the Past Year,0
1905,Political Donation in the Past Year,0
1905,Househol Income,50k to <75k
1905,Political Party,Democrat
1905,User Frequency,A few times a week
1906,Gender,Male
1906,Age,49
1906,Education,Bachelor and Beyond
1906,Race/ Ethnicity,White/Non-Hispanic
1906,Region,South
1906,Registered to Vote,Yes
1906,Religion,Nothing in particular
1906,Volunteered in the Past Year,0
1906,Attended a Political Rally in the Past Year,0
1906,Contacted an Elected Official in the Past Year,0
1906,Political Donation in the Past Year,0
1906,Househol Income,75k to <100k
1906,Political Party,Other
1906,User Frequency,A few times a week
1908,Gender,Female
1908,Age,31
1908,Education,Bachelor and Beyond
1908,Race/ Ethnicity,Hispanic
1908,Region,Midwest
1908,Registered to Vote,Yes
1908,Religion,Atheist
1908,Volunteered in the Past Year,0
1908,Attended a Political Rally in the Past Year,0
1908,Contacted an Elected Official in the Past Year,1
1908,Political Donation in the Past Year,1
1908,Househol Income,50k to <75k
1908,Political Party,Democrat
1908,User Frequency,Several Times a day
1909,Gender,Male
1909,Age,30
1909,Education,Bachelor and Beyond
1909,Race/ Ethnicity,White/Non-Hispanic
1909,Region,Midwest
1909,Registered to Vote,Yes
1909,Religion,"Christian, Protestant"
1909,Volunteered in the Past Year,1
1909,Attended a Political Rally in the Past Year,0
1909,Contacted an Elected Official in the Past Year,1
1909,Political Donation in the Past Year,0
1909,Househol Income,75k to <100k
1909,Political Party,Democrat
1909,User Frequency,Several Times a day
1915,Gender,Female
1915,Age,60
1915,Education,Bachelor and Beyond
1915,Race/ Ethnicity,Black/Non-Hispanic
1915,Region,South
1915,Registered to Vote,Yes
1915,Religion,"Christian, Protestant"
1915,Volunteered in the Past Year,1
1915,Attended a Political Rally in the Past Year,1
1915,Contacted an Elected Official in the Past Year,0
1915,Political Donation in the Past Year,0
1915,Househol Income,50k to <75k
1915,Political Party,Democrat
1915,User Frequency,A few times a week
1916,Gender,Female
1916,Age,55
1916,Education,Bachelor and Beyond
1916,Race/ Ethnicity,White/Non-Hispanic
1916,Region,West
1916,Registered to Vote,Yes
1916,Religion,"Christian, Protestant"
1916,Volunteered in the Past Year,1
1916,Attended a Political Rally in the Past Year,0
1916,Contacted an Elected Official in the Past Year,0
1916,Political Donation in the Past Year,1
1916,Househol Income,150k+
1916,Political Party,Other
1916,User Frequency,Once a day
1917,Gender,Male
1917,Age,31
1917,Education,Bachelor and Beyond
1917,Race/ Ethnicity,Other/Non-Hispanic
1917,Region,Midwest
1917,Registered to Vote,Yes
1917,Religion,Buddhist
1917,Volunteered in the Past Year,0
1917,Attended a Political Rally in the Past Year,0
1917,Contacted an Elected Official in the Past Year,0
1917,Political Donation in the Past Year,0
1917,Househol Income,50k to <75k
1917,Political Party,Other
1917,User Frequency,Several Times a day
1918,Gender,Male
1918,Age,27
1918,Education,Bachelor and Beyond
1918,Race/ Ethnicity,2+ Races/Non-Hispanic
1918,Region,Northeast
1918,Registered to Vote,Yes
1918,Religion,"Christian, Roman Catholic"
1918,Volunteered in the Past Year,0
1918,Attended a Political Rally in the Past Year,0
1918,Contacted an Elected Official in the Past Year,1
1918,Political Donation in the Past Year,0
1918,Househol Income,150k+
1918,Political Party,Other
1918,User Frequency,Once a day
1919,Gender,Female
1919,Age,23
1919,Education,Bachelor and Beyond
1919,Race/ Ethnicity,Other/Non-Hispanic
1919,Region,South
1919,Registered to Vote,No
1919,Religion,"Christian, Protestant"
1919,Volunteered in the Past Year,0
1919,Attended a Political Rally in the Past Year,0
1919,Contacted an Elected Official in the Past Year,0
1919,Political Donation in the Past Year,0
1919,Househol Income,100k to <150k
1919,Political Party,Democrat
